Arista EDU Ultra 100,D-23 (stock),11,660,20C
Arista II 100,D-23 (stock),11,660,20C
Arista Premium 400,D-23 (stock),7.5,450,20C
BPF/BRF 200,D-23 (stock),6.5,390,20C
Delta 100 Pro,D-23 (stock),7,420,20C
Delta 400 Pro,D-23 (stock),7,420,20C
ERA 100,D-23 (stock),8,480,20C
Fomapan 100,D-23 (stock),11,660,20C
Fortepan 400,D-23 (stock),8.5,510,20C
HP5+,D-23 (stock),7.5,450,20C
Ilford Pan 400,D-23 (stock),9,540,20C
Lady Grey,D-23 (stock),7,420,20C
Legacy Pro 100,D-23 (stock),9,540,20C
Maco UP400p,D-23 (stock),10,600,20C
Neopan 100 Acros,D-23 (stock),9,540,20C
Pan F+,D-23 (stock),6.5,390,20C
Rollei Retro 100,D-23 (stock),11,660,20C
TMax 100,D-23 (stock),9.5,570,20C
TMax 400,D-23 (stock),8,480,20C
TMax P3200,D-23 (stock),11,660,20C
Tri-X 400,D-23 (stock),7.5,450,20C
Adox CHM 125,D-76 (1+1),11,660,20C
Adox CHM 400,D-76 (1+1),13,780,20C
Adox CHS 100,D-76 (1+1),10,600,20C
Adox CHS 100 II,D-76 (1+1),9,540,20C
Adox CHS 50,D-76 (1+1),8.5,510,20C
Adox Silvermax (ISO 100),D-76 (1+1),11,660,20C
APX 100,D-76 (1+1),13.5,810,20C
Argenti LSRF (ISO 50),D-76 (1+1),10.5,630,20C
Arista EDU Ultra 100,D-76 (1+1),10,600,20C
Arista EDU Ultra 200,D-76 (1+1),8.5,510,20C
Arista EDU Ultra 400,D-76 (1+1),11,660,20C
Arista II 100,D-76 (1+1),13.5,810,20C
Arista Premium 400,D-76 (1+1),9.75,585,20C
Arista Premium 400,D-76 (1+1),10.5,630,20C
BPF/BRF 200,D-76 (1+1),13.5,810,20C
Delta 100 Pro,D-76 (1+1),11,660,20C
Delta 3200 Pro,D-76 (1+1),12,720,20C
Delta 400 Pro,D-76 (1+1),14,840,20C
Efke 100,D-76 (1+1),10,600,20C
Efke 25,D-76 (1+1),7,420,20C
Efke 50,D-76 (1+1),8.5,510,20C
Fomapan 100,D-76 (1+1),10,600,20C
Fomapan 200,D-76 (1+1),8.5,510,20C
Fomapan 400,D-76 (1+1),11.5,690,20C
Fortepan 100,D-76 (1+1),10.5,630,20C
FP4+,D-76 (1+1),11,660,20C
HP5+,D-76 (1+1),13,780,20C
Ilford Pan 100,D-76 (1+1),10,600,20C
Ilford Pan 400,D-76 (1+1),13,780,20C
Kentmere 100,D-76 (1+1),11.5,690,20C
Kentmere 400,D-76 (1+1),14,840,20C
Lady Grey,D-76 (1+1),10.25,615,20C
Legacy Pro 100,D-76 (1+1),10.5,630,20C
Legacy Pro 400,D-76 (1+1),9.5,570,20C
Neopan 100 Acros,D-76 (1+1),10.5,630,20C
Neopan 100ss,D-76 (1+1),8.25,495,20C
Neopan 1600,D-76 (1+1),9,540,20C
Neopan 400,D-76 (1+1),9.5,570,20C
Orca 110,D-76 (1+1),7,420,20C
Orwo N74+,D-76 (1+1),9,540,20C
Orwo UN54+,D-76 (1+1),7,420,20C
Polypan F,D-76 (1+1),10.5,630,20C
Polypan F (ISO 100),D-76 (1+1),19.5,1170,20C
Pro Max 100,D-76 (1+1),7,420,20C
Pro Max 400,D-76 (1+1),11,660,20C
Rollei Infrared (ISO 12),D-76 (1+1),9.5,570,20C
Rollei Retro 100,D-76 (1+1),13.5,810,20C
Rollei Retro 400S,D-76 (1+1),11,660,20C
Rollei Retro 400S,D-76 (1+1),11,660,20C
Rollei Retro 80S,D-76 (1+1),12.5,750,20C
Rollei RPX 100,D-76 (1+1),11,660,20C
Rollei RPX 400,D-76 (1+1),13,780,20C
Rollei Superpan 200,D-76 (1+1),14,840,20C
SHD 100,D-76 (1+1),12,720,20C
Svema 100,D-76 (1+1),11.5,690,20C
Svema 200 Reporter,D-76 (1+1),20,1200,20C
TMax 100,D-76 (1+1),9.5,570,20C
TMax 400,D-76 (1+1),9,540,24C
TMax 400,D-76 (1+1),9.5,570,20C
TMax P3200,D-76 (1+1),18,1080,20C
Tri-X 400,D-76 (1+1),6.5,390,27C
Ultrafine 125,D-76 (1+1),10,600,20C
Ultrafine 400,D-76 (1+1),13,780,20C
Ultrafine Plus 400,D-76 (1+1),13,780,20C
Ultrafine T-Grain 400,D-76 (1+1),10,600,20C
Ultrafine Xtreme 100,D-76 (1+1),11.5,690,20C
Ultrafine Xtreme 400,D-76 (1+1),14,840,20C
Tri-X 400,D-76 (1+2),13,780,20C
Adox CHM 125,D-76 (1+3),20,1200,20C
Adox CHM 400,D-76 (1+3),20,1200,20C
Adox CHS 25,D-76 (1+3),9.5,570,20C
APX 400,D-76 (1+3),27,1620,20C
Arista EDU Ultra 100,D-76 (1+3),17,1020,20C
Arista EDU Ultra 200,D-76 (1+3),12.5,750,20C
Arista EDU Ultra 400,D-76 (1+3),22.5,1350,20C
Arista II 400,D-76 (1+3),27,1620,20C
Delta 100 Pro,D-76 (1+3),20,1200,20C
Efke 100,D-76 (1+3),13,780,20C
Efke 25,D-76 (1+3),9.5,570,20C
Fomapan 100,D-76 (1+3),17,1020,20C
Fomapan 200,D-76 (1+3),12.5,750,20C
Fomapan 400,D-76 (1+3),22.5,1350,20C
FP4+,D-76 (1+3),20,1200,20C
HP5+,D-76 (1+3),20,1200,20C
Ilford Pan 100,D-76 (1+3),16,960,20C
Ilford Pan 400,D-76 (1+3),20,1200,20C
Kentmere 100,D-76 (1+3),21,1260,20C
Kentmere 400,D-76 (1+3),28,1680,20C
Legacy Pro 400,D-76 (1+3),15,900,20C
Maco TP64c,D-76 (1+3),19,1140,20C
Maco UP25P,D-76 (1+3),10,600,20C
Neopan 100 Acros,D-76 (1+3),14.5,870,20C
Neopan 100 Acros,D-76 (1+3),17,1020,20C
Neopan 100ss,D-76 (1+3),9.75,585,26C
Neopan 1600,D-76 (1+3),15.25,915,20C
Neopan 400,D-76 (1+3),15,900,20C
Polypan F,D-76 (1+3),23,1380,20C
Rollei Retro 100,D-76 (1+3),19.5,1170,20C
Rollei Retro 400,D-76 (1+3),27,1620,20C
Rollei Retro 400S,D-76 (1+3),18,1080,20C
Rollei Retro 400S,D-76 (1+3),18,1080,20C
Rollei RPX 100,D-76 (1+3),20,1200,20C
Rollei Superpan 200,D-76 (1+3),22,1320,20C
SHD 100,D-76 (1+3),14.5,870,20C
TMax 100,D-76 (1+3),17,1020,20C
TMax 400,D-76 (1+3),15,900,20C
Tri-X 400,D-76 (1+3),20,1200,20C
Ultrafine Xtreme 100,D-76 (1+3),21,1260,20C
Ultrafine Xtreme 400,D-76 (1+3),28,1680,20C
Adox CHM 125,D-76 (1+5),23,1380,20C
FP4+,D-76 (1+5),23,1380,20C
Adox CHM 125,D-76 (stock),8.5,510,20C
Adox CHM 400,D-76 (stock),7.5,450,20C
Adox CHS 100,D-76 (stock),7,420,20C
Adox CHS 100 II,D-76 (stock),6.5,390,20C
Adox CHS 50,D-76 (stock),6.5,390,20C
Adox ORT 25,D-76 (stock),6,360,20C
Adox Pan 25,D-76 (stock),5,300,20C
Adox Silvermax (ISO 100),D-76 (stock),9,540,20C
Agfa Scala (ISO 200),D-76 (stock),9,540,20°C
Agfa Scala (ISO 400),D-76 (stock),13.5,810,20°C
APX 100,D-76 (stock),9,540,20C
APX 400,D-76 (stock),10,600,20C
APX 400,D-76 (stock),12,720,20C
Argenti Protopan 400,D-76 (stock),10,600,20C
Arista EDU Ultra 100,D-76 (stock),6.5,390,20C
Arista EDU Ultra 200,D-76 (stock),5.5,330,20C
Arista EDU Ultra 400,D-76 (stock),7.5,450,20C
Arista II 100,D-76 (stock),9,540,20C
Arista II 400,D-76 (stock),10,600,20C
Arista II 400,D-76 (stock),12,720,20C
Arista Premium 400,D-76 (stock),6.75,405,20C
Arista Premium 400,D-76 (stock),8,480,20C
Aviphot APX 200 S,D-76 (stock),10,600,20C
BPF/BRF 200,D-76 (stock),9,540,20C
BPF/BRF 400,D-76 (stock),10.5,630,20C
BW400CN,D-76 (stock),14,840,22C
Delta 100 Pro,D-76 (stock),8.5,510,20C
Delta 3200 Pro,D-76 (stock),10.5,630,20C
Delta 400 Pro,D-76 (stock),9.5,570,20C
Efke 100,D-76 (stock),7,420,20C
Efke 50,D-76 (stock),6.5,390,20C
ERA 100,D-76 (stock),8,480,20C
Fomapan 100,D-76 (stock),6.5,390,20C
Fomapan 200,D-76 (stock),5.5,330,20C
Fomapan 400,D-76 (stock),7.5,450,20C
Fortepan 100,D-76 (stock),6.5,390,20C
Fortepan 200,D-76 (stock),8,480,20C
Fortepan 400,D-76 (stock),9,540,20C
FP4+,D-76 (stock),8.5,510,20C
HP5+,D-76 (stock),7.5,450,20C
Ilford Pan 100,D-76 (stock),7,420,20C
Ilford Pan 400,D-76 (stock),7,420,20C
Kentmere 100,D-76 (stock),9,540,20C
Kentmere 400,D-76 (stock),9.5,570,20C
Lady Grey,D-76 (stock),7.5,450,20C
Legacy Pro 100,D-76 (stock),7.25,435,20C
Legacy Pro 400,D-76 (stock),7.5,450,20C
Maco CUBE400c,D-76 (stock),10,600,20C
Maco ORT25c,D-76 (stock),7,420,20C
Maco UP100p/PO100c,D-76 (stock),6,360,20C
Maco UP25P,D-76 (stock),6,360,20C
Maco UP400p,D-76 (stock),10,600,20C
Maco UP64c,D-76 (stock),7,420,20C
Neopan 100 Acros,D-76 (stock),5.25,315,24C
Neopan 100 Acros,D-76 (stock),7.25,435,20C
Neopan 100ss,D-76 (stock),6.75,405,20C
Neopan 1600,D-76 (stock),7.5,450,20C
Neopan 400,D-76 (stock),7.5,450,20C
Pro Max 100,D-76 (stock),5.5,330,20C
Pro Max 400,D-76 (stock),8,480,20C
Rollei Blackbird,D-76 (stock),10,600,20C
Rollei Ortho 25,D-76 (stock),6,360,20C
Rollei Pan 25,D-76 (stock),5,300,20C
Rollei R3,D-76 (stock),14,840,20C
Rollei Retro 100,D-76 (stock),9,540,20C
Rollei Retro 400,D-76 (stock),10,600,20C
Rollei Retro 400,D-76 (stock),12,720,20C
Rollei Retro 400S,D-76 (stock),10.5,630,20C
Rollei Retro 400S,D-76 (stock),10.5,630,20C
Rollei RPX 100,D-76 (stock),8.5,510,20C
Rollei RPX 400,D-76 (stock),7.5,450,20C
SFX 200,D-76 (stock),10,600,20C
SHD 100,D-76 (stock),6,360,20C
SHD 400,D-76 (stock),8.5,510,20C
Surveillance 400 P4,D-76 (stock),8.5,510,20C
Svema 400,D-76 (stock),10,600,20C
Svema A2-SH,D-76 (stock),13,780,20C
TMax P3200,D-76 (stock),11,660,24C
TMax P3200,D-76 (stock),14,840,20C
TMax P3200,D-76 (stock),15,900,20C
Ultrafine 125,D-76 (stock),7,420,20C
Ultrafine 400,D-76 (stock),7.5,450,20C
Ultrafine Plus 400,D-76 (stock),7.5,450,20C
Ultrafine T-Grain 400,D-76 (stock),6,360,20C
Ultrafine Xtreme 100,D-76 (stock),9,540,20C
Ultrafine Xtreme 400,D-76 (stock),9.5,570,20C
XP2,D-76 (stock),13.5,810,20C
XP2,D-76 (stock),14,840,22C
TMax 100,D-76D (1+1),12,720,20C
TMax 400,D-76D (1+1),12.5,750,20C
Ilford Pan 100,D-9 (1+9),20,1200,20C
Orca 110,D-96 (stock),5,300,20C
Orwo UN54+,D-96 (stock),5.25,315,20C
Delta 100 Pro,D74 (1+15),7,420,20C
Delta 3200 Pro,D74 (1+15),17.5,1050,20C
Delta 400 Pro,D74 (1+15),10.5,630,20C
FP4+,D74 (1+15),5.5,330,20C
HP5+,D74 (1+15),8.5,510,20C
Neopan 100 Acros,D74 (1+15),7,420,20C
Neopan 1600,D74 (1+15),10.5,630,20C
Neopan 400,D74 (1+15),10.5,630,20C
Pan F+,D74 (1+15),5.5,330,20C
Rollei Infrared (ISO 64),D74 (1+15),8.5,510,20C
Rollei Infrared (ISO 200),D74 (1+15),8.5,510,20C
Rollei Ortho 25,D74 (1+15),8.5,510,20C
Rollei Pan 25,D74 (1+15),8.5,510,20C
Rollei Retro 100,D74 (1+15),8.5,510,20C
Rollei Retro 80S,D74 (1+15),5.5,330,20C
Rollei Superpan 200,D74 (1+15),8.75,525,20C
TMax 100,D74 (1+15),8.5,510,20C
TMax 400,D74 (1+15),10.5,630,20C
Tri-X 400,D74 (1+15),8.5,510,20C
Rollei Infrared (ISO 64),D74 (1+7),5.5,330,20C
Rollei Infrared (ISO 200),D74 (1+7),5.5,330,20C
Rollei Ortho 25,D74 (1+7),5.5,330,20C
Rollei Pan 25,D74 (1+7),5.5,330,20C
Rollei Retro 100,D74 (1+7),5.5,330,20C
Rollei Retro 400S,D74 (1+7),9.5,570,20C
Rollei Retro 400S,D74 (1+7),9.5,570,20C
Rollei Superpan 200,D74 (1+7),6.5,390,20C
Delta 100 Pro,D74 (1+9),5,300,20C
Delta 3200 Pro,D74 (1+9),12,720,20C
Delta 400 Pro,D74 (1+9),8,480,20C
HP5+,D74 (1+9),6,360,20C
Neopan 100 Acros,D74 (1+9),5,300,20C
Neopan 1600,D74 (1+9),7.5,450,20C
Neopan 400,D74 (1+9),7.5,450,20C
Rollei Infrared (ISO 64),D74 (1+9),6,360,20C
Rollei Infrared (ISO 200),D74 (1+9),6,360,20C
Rollei Ortho 25,D74 (1+9),6,360,20C
Rollei Pan 25,D74 (1+9),6,360,20C
Rollei Retro 100,D74 (1+9),6,360,20C
Rollei Superpan 200,D74 (1+9),7,420,20C
TMax 100,D74 (1+9),6,360,20C
TMax 400,D74 (1+9),7.5,450,20C
Tri-X 400,D74 (1+9),6,360,20C
Rollei Superpan 200,D76 (1+2),18,1080,20C
Tri-X 400,D76 (1+7.5),45,2700,20C
APX 100,Dektol (1+1),13,780,20C
Arista Premium 400,Dektol (1+10),5,300,22C
Tri-X 400,Dektol (1+10),5,300,22C
Arista Premium 400,Dektol (1+3),3.5,210,24C
Tri-X 400,Dektol (1+3),3.5,210,24C
TMax 100,Dektol (1+4),4.5,270,20C
TMax 100,Dektol (1+9),6.75,405,20C
Delta 100 Pro,DiXactol Ultra (1+7+300),10,600,21C
Neopan 100 Acros,DiXactol Ultra (1+7+300),9.5,570,21C
Pan F+,DiXactol Ultra (1+7+300),10,600,21C
Arista Premium 400,DK-50 (1+1),6,360,20C
BPF/BRF 200,DK-50 (1+1),8,480,20C
Efke 50,DK-50 (1+1),5.5,330,20C
FP4+,DK-50 (1+1),5,300,20C
Legacy Pro 100,DK-50 (1+1),6,360,20C
Neopan 100 Acros,DK-50 (1+1),6,360,20C
Pan F+,DK-50 (1+1),5,300,20C
SHD 100,DK-50 (1+1),9.25,555,20C
Tri-X 400,DK-50 (1+1),6,360,20C
FP4+,DK-50 (1+3),8,480,20C
Pan F+,DK-50 (1+3),9,540,20C
Adox CHM 400,DK-50 (stock),6,360,20C
Adox CHS 25,DK-50 (stock),5,300,20C
BPF/BRF 200,DK-50 (stock),5.5,330,20C
Efke 25,DK-50 (stock),5,300,20C
FP4+,DK-50 (stock),4,240,20C
HP5+,DK-50 (stock),4.75,285,21C
HP5+,DK-50 (stock),6,360,20C
Delta 100 Pro,DK-76 (1+3),17.5,1050,20C
Delta 400 Pro,DK-76 (1+3),14.5,870,20C
TMax 400,DK-76b (1+1),9,540,20C
Delta 400 Pro,DK-76b (1+3),17.5,1050,20C
Polypan F,Dokumol (1+5),7,420,20C
Polypan F (ISO 100),Dokumol (1+5),10.5,630,20C
Arista EDU Ultra 400,DS-10 (1+1),13,780,20C
Fomapan 400,DS-10 (1+1),13,780,20C
APX 100,Econodev 2 (1+24),4,240,20C
APX 400,Econodev 2 (1+24),4.25,255,20C
APX 400,Econodev 2 (1+24),6,360,20C
Delta 3200 Pro,Econodev 2 (1+24),7.5,450,20C
Delta 400 Pro,Econodev 2 (1+24),6,360,20C
FP4+,Econodev 2 (1+24),3.5,210,20C
HP5+,Econodev 2 (1+24),4,240,20C
Neopan 1600,Econodev 2 (1+24),5,300,20C
Neopan 400,Econodev 2 (1+24),6,360,20C
Pan F+,Econodev 2 (1+24),3,180,20C
SFX 200,Econodev 2 (1+24),3.5,210,20C
TMax 100,Econodev 2 (1+24),5,300,20C
TMax 400,Econodev 2 (1+24),5,300,20C
TMax P3200,Econodev 2 (1+24),7.5,450,20C
Tri-X 400,Econodev 2 (1+24),5,300,20C
APX 100,Econodev 2 (1+49),7,420,20C
APX 400,Econodev 2 (1+49),8,480,20C
APX 400,Econodev 2 (1+49),9,540,20C
Delta 100 Pro,Econodev 2 (1+49),6,360,20C
Delta 400 Pro,Econodev 2 (1+49),12,720,20C
FP4+,Econodev 2 (1+49),6,360,20C
HP5+,Econodev 2 (1+49),7,420,20C
Neopan 100 Acros,Econodev 2 (1+49),5.5,330,20C
Neopan 1600,Econodev 2 (1+49),8,480,20C
Neopan 400,Econodev 2 (1+49),10,600,20C
Pan F+,Econodev 2 (1+49),5,300,20C
SFX 200,Econodev 2 (1+49),6,360,20C
TMax 100,Econodev 2 (1+49),8,480,20C
TMax 400,Econodev 2 (1+49),9,540,20C
Tri-X 400,Econodev 2 (1+49),9,540,20C
Delta 3200 Pro,Econodev 2 (1+9),11,660,20C
APX 100,Econotol 2 (1+14),6.5,390,20C
APX 400,Econotol 2 (1+14),14.5,870,20C
Delta 100 Pro,Econotol 2 (1+14),9,540,20C
FP4+,Econotol 2 (1+14),10,600,20C
HP5+,Econotol 2 (1+14),10.5,630,20C
Neopan 100 Acros,Econotol 2 (1+14),6,360,20C
Neopan 1600,Econotol 2 (1+14),10,600,20C
Neopan 400,Econotol 2 (1+14),13,780,20C
Pan F+,Econotol 2 (1+14),7.5,450,20C
TMax 100,Econotol 2 (1+14),10.5,630,20C
TMax 400,Econotol 2 (1+14),13.5,810,20C
TMax P3200,Econotol 2 (1+14),13,780,20C
Tri-X 400,Econotol 2 (1+14),13,780,20C
APX 400,Econotol 2 (1+9),10,600,20C
APX 400,Econotol 2 (1+9),12,720,20C
Delta 100 Pro,Econotol 2 (1+9),6,360,20C
FP4+,Econotol 2 (1+9),6.5,390,20C
HP5+,Econotol 2 (1+9),7,420,20C
Neopan 100 Acros,Econotol 2 (1+9),4.25,255,20C
Neopan 1600,Econotol 2 (1+9),6.5,390,20C
Neopan 400,Econotol 2 (1+9),8.5,510,20C
SFX 200,Econotol 2 (1+9),6.5,390,20C
TMax 100,Econotol 2 (1+9),7,420,20C
TMax 400,Econotol 2 (1+9),9,540,20C
TMax P3200,Econotol 2 (1+9),8.5,510,20C
Tri-X 400,Econotol 2 (1+9),8.5,510,20C
Maco CUBE400c,Ecoprint Universal (1+12),8,480,20C
Maco ORT25c,Ecoprint Universal (1+12),5,300,20C
Maco TP64c,Ecoprint Universal (1+12),5,300,20C
Maco UP100p/PO100c,Ecoprint Universal (1+12),4.5,270,20C
Maco UP25P,Ecoprint Universal (1+12),4,240,20C
Maco UP400p,Ecoprint Universal (1+12),5,300,20C
Maco UP64c,Ecoprint Universal (1+12),4,240,20C
APX 400,Efke FR-14 (stock),11,660,20C
Efke 100,Efke FR-14 (stock),10,600,20C
Adox CHS 100,Efke FR-16 (1+19),4,240,20C
Adox CHS 25,Efke FR-16 (1+19),3,180,20C
Adox CHS 50,Efke FR-16 (1+19),3.5,210,20C
APX 400,Efke FR-16 (1+19),6.5,390,20C
Efke 100,Efke FR-16 (1+19),4,240,20C
Efke 25,Efke FR-16 (1+19),3,180,20C
Efke 50,Efke FR-16 (1+19),3.5,210,20C
Efke 100,Efke FR-3 (1+2),4,240,20C
Efke 50,Efke FR-3 (1+2),3,180,20C
Delta 100 Pro,Ethol Blue (1+30),6,360,21C
FP4+,Ethol Blue (1+30),6.75,405,21C
TMax P3200,Ethol Blue (1+30),14.5,870,21C
Tri-X 400,Ethol Blue (1+60),5.5,330,21C
Delta 100 Pro,Ethol TEC (1+15),15,900,21C
HP5+,Ethol TEC (1+15),16,960,21C
Neopan 1600,Ethol TEC (1+15),24,1440,21C
Pan F+,Ethol TEC (1+15),6,360,21C
TMax 100,Ethol TEC (1+15),14.5,870,21C
TMax 400,Ethol TEC (1+15),14.25,855,21C
TMax P3200,Ethol TEC (1+15),17.5,1050,21C
Rollei Retro 80S,Ethol UFG (1+5),10,600,20C
Arista Premium 400,Ethol UFG (stock),3,180,21C
BPF/BRF 200,Ethol UFG (stock),8.25,495,20C
Delta 100 Pro,Ethol UFG (stock),5.5,330,21C
HP5+,Ethol UFG (stock),6,360,21C
Neopan 1600,Ethol UFG (stock),4,240,21C
Pan F+,Ethol UFG (stock),5,300,21C
TMax 100,Ethol UFG (stock),6,360,21C
TMax 400,Ethol UFG (stock),3.75,225,21C
TMax P3200,Ethol UFG (stock),7.5,450,21C
Tri-X 400,Ethol UFG (stock),3,180,21C
Adox CHM 125,Extend Plus (1+15),8,480,20C
Adox CHM 400,Extend Plus (1+15),10,600,20C
APX 100,Extend Plus (1+15),13,780,20C
APX 400,Extend Plus (1+15),12,720,20C
Arista II 100,Extend Plus (1+15),13,780,20C
Arista II 400,Extend Plus (1+15),12,720,20C
Arista Premium 400,Extend Plus (1+15),9,540,20C
Arista Premium 400,Extend Plus (1+15),11,660,20C
FP4+,Extend Plus (1+15),8,480,20C
HP5+,Extend Plus (1+15),10,600,20C
Legacy Pro 400,Extend Plus (1+15),9,540,20C
Neopan 400,Extend Plus (1+15),9,540,20C
Rollei Retro 100,Extend Plus (1+15),13,780,20C
Rollei Retro 400,Extend Plus (1+15),12,720,20C
TMax 100,Extend Plus (1+15),11,660,20C
TMax 100,Extend Plus (1+15),11.5,690,20C
TMax 400,Extend Plus (1+15),10,600,20C
TMax P3200,Extend Plus (1+15),15,900,20C
TMax P3200,Extend Plus (1+15),16,960,20C
Tri-X 400,Extend Plus (1+15),9,540,20C
Tri-X 400,Extend Plus (1+15),11,660,20C
Pan F+,F60 (1+14),5.5,330,20C
Arista Premium 400,F60 (1+19),11,660,24C
TMax 100,F60 (1+19),12,720,24C
TMax 400,F60 (1+19),12.5,750,24C
Tri-X 400,F60 (1+19),11,660,24C
Adox CHM 125,F60 (1+9),5,300,24C
Adox CHM 125,F60 (1+9),5.5,330,20C
Adox CHM 400,F60 (1+9),6,360,24C
Adox CHM 400,F60 (1+9),7,420,20C
APX 100,F60 (1+9),6.5,390,24C
APX 100,F60 (1+9),9,540,20C
APX 400,F60 (1+9),6,360,24C
APX 400,F60 (1+9),8,480,20C
Arista II 100,F60 (1+9),6.5,390,24C
Arista II 100,F60 (1+9),9,540,20C
Arista II 400,F60 (1+9),6,360,24C
Arista II 400,F60 (1+9),8,480,20C
Arista Premium 400,F60 (1+9),6,360,20C
Arista Premium 400,F60 (1+9),6.25,375,20C
Delta 100 Pro,F60 (1+9),7,420,20C
Delta 400 Pro,F60 (1+9),7.5,450,20C
FP4+,F60 (1+9),5,300,24C
FP4+,F60 (1+9),5.5,330,20C
HP5+,F60 (1+9),6,360,24C
HP5+,F60 (1+9),7,420,20C
Legacy Pro 100,F60 (1+9),7,420,20C
Legacy Pro 400,F60 (1+9),5.5,330,24C
Legacy Pro 400,F60 (1+9),6,360,20C
Neopan 100 Acros,F60 (1+9),7,420,20C
Neopan 400,F60 (1+9),5.5,330,24C
Neopan 400,F60 (1+9),6,360,20C
Rollei Retro 100,F60 (1+9),6.5,390,24C
Rollei Retro 100,F60 (1+9),9,540,20C
Rollei Retro 400,F60 (1+9),6,360,24C
Rollei Retro 400,F60 (1+9),8,480,20C
SFX 200,F60 (1+9),8.5,510,20C
TMax 100,F60 (1+9),7,420,20C
TMax 400,F60 (1+9),6.75,405,20C
TMax P3200,F60 (1+9),7.25,435,24C
TMax P3200,F60 (1+9),10.75,645,20C
TMax P3200,F60 (1+9),11.5,690,20C
Tri-X 400,F60 (1+9),6,360,20C
Tri-X 400,F60 (1+9),6.25,375,20C
Ultrafine 125,F60 (1+9),5.5,330,20C
Ultrafine 400,F60 (1+9),11,660,20C
Ultrafine Plus 400,F60 (1+9),7,420,20C
Ultrafine T-Grain 400,F60 (1+9),9,540,20C
Delta 100 Pro,F76+ (1+14),9.5,570,20C
Delta 400 Pro,F76+ (1+14),13.5,810,20C
Pan F+,F76+ (1+14),5.5,330,20C
SFX 200,F76+ (1+14),12.5,750,20C
Adox CHS 100,F76+ (1+19),22.5,1350,20C
Adox CHS 25,F76+ (1+19),12.5,750,20C
Arista Premium 400,F76+ (1+19),11,660,24C
Efke 100,F76+ (1+19),22.5,1350,20C
Efke 25,F76+ (1+19),12.5,750,20C
Neopan 100 Acros,F76+ (1+19),7.5,450,20C
Rollei Infrared (ISO 400),F76+ (1+19),10,600,22C
TMax 100,F76+ (1+19),12,720,24C
TMax 400,F76+ (1+19),12.5,750,24C
Tri-X 400,F76+ (1+19),11,660,24C
Adox CHM 125,F76+ (1+9),5,300,24C
Adox CHM 125,F76+ (1+9),5.5,330,20C
Adox CHM 400,F76+ (1+9),6,360,24C
Adox CHM 400,F76+ (1+9),7,420,20C
Adox CHS 100,F76+ (1+9),13.5,810,20C
Adox CHS 25,F76+ (1+9),5.5,330,20C
APX 100,F76+ (1+9),6.5,390,20C
APX 100,F76+ (1+9),6.5,390,24C
APX 100,F76+ (1+9),9,540,20C
APX 400,F76+ (1+9),6,360,24C
APX 400,F76+ (1+9),8,480,20C
APX 400,F76+ (1+9),9,540,21C
Arista II 100,F76+ (1+9),6.5,390,20C
Arista II 100,F76+ (1+9),6.5,390,24C
Arista II 100,F76+ (1+9),9,540,20C
Arista II 400,F76+ (1+9),6,360,24C
Arista II 400,F76+ (1+9),8,480,20C
Arista II 400,F76+ (1+9),9,540,21C
Arista Premium 400,F76+ (1+9),6,360,20C
Arista Premium 400,F76+ (1+9),6.25,375,20C
Delta 100 Pro,F76+ (1+9),6.5,390,20C
Delta 3200 Pro,F76+ (1+9),10,600,20C
Delta 400 Pro,F76+ (1+9),7,420,20C
Efke 100,F76+ (1+9),13.5,810,20C
Efke 25,F76+ (1+9),5.5,330,20C
Efke IR820 (ISO 100),F76+ (1+9),14,840,20C
Fomapan 400,F76+ (1+9),8,480,21C
Fortepan 100,F76+ (1+9),7,420,20C
FP4+,F76+ (1+9),5,300,24C
FP4+,F76+ (1+9),5.5,330,20C
HP5+,F76+ (1+9),6,360,24C
HP5+,F76+ (1+9),7,420,20C
Legacy Pro 400,F76+ (1+9),5.5,330,24C
Legacy Pro 400,F76+ (1+9),6,360,20C
Maco IR 820c/750c (ISO 100),F76+ (1+9),14,840,20C
Neopan 100 Acros,F76+ (1+9),5.5,330,20C
Neopan 1600,F76+ (1+9),8,480,20C
Neopan 400,F76+ (1+9),5.5,330,24C
Neopan 400,F76+ (1+9),6,360,20C
Pro Max 100,F76+ (1+9),11,660,20C
Rollei Infrared (ISO 25),F76+ (1+9),8.5,510,22C
Rollei Retro 100,F76+ (1+9),6.5,390,24C
Rollei Retro 100,F76+ (1+9),6.5,390,20C
Rollei Retro 100,F76+ (1+9),9,540,20C
Rollei Retro 400,F76+ (1+9),6,360,24C
Rollei Retro 400,F76+ (1+9),8,480,20C
Rollei Retro 400,F76+ (1+9),9,540,21C
SFX 200,F76+ (1+9),8,480,20C
TMax 100,F76+ (1+9),6.75,405,20C
TMax 100,F76+ (1+9),7,420,20C
TMax 400,F76+ (1+9),6.5,390,20C
TMax P3200,F76+ (1+9),7.25,435,24C
TMax P3200,F76+ (1+9),10.75,645,20C
TMax P3200,F76+ (1+9),11.25,675,20C
Tri-X 400,F76+ (1+9),6,360,20C
Tri-X 400,F76+ (1+9),6.25,375,20C
Adox CHM 125,FA-1027 (1+14),4.5,270,24C
Adox CHM 125,FA-1027 (1+14),9,540,20C
Adox CHM 400,FA-1027 (1+14),9,540,20C
Arista Premium 400,FA-1027 (1+14),8,480,20C
Delta 100 Pro,FA-1027 (1+14),9,540,20C
